words,score
acceleration,0.0074119
accommodate,0.006248578
add,0.007161048
alcatel,0.009591121
allocation,0.003913413
alltel,0.011727599
alpharetta,0.012005888
amplitude,0.011073259
analog,0.005563492
antenna,0.007236826
array,0.004081353
art,0.003625665
assembly,0.003802387
assistant,0.005547218
ati,0.011727599
auction,0.006217831
authorization,0.004068684
bandwidth,0.006820992
basic,0.008179387
basin,0.007223989
bell,0.005652663
bellsouth,0.008967897
bid,0.004847119
broadcast,0.005552628
cable,0.004191164
calculation,0.005139373
call,0.00402128
caller,0.007783446
capacitor,0.008546536
card,0.00331072
carrier,0.003245133
cdma,0.009309953
century,0.005704679
certification,0.003828996
channel,0.00280854
ci,0.010079853
circuit,0.003833467
circuitry,0.007513134
code,0.002803263
comcast,0.01044556
companion,0.007852908
compatibility,0.005607566
competes,0.00357211
conference,0.005381611
configuration,0.003977413
conjunction,0.003129572
connectivity,0.005954343
consignment,0.009200875
consulting,0.004237437
continuity,0.007356333
coordinate,0.00650494
copper,0.006085186
custom,0.003516185
customization,0.006614018
d,0.010513802
database,0.003787031
debit,0.007275851
delay,0.002796686
delinquent,0.006303584
deployment,0.005908273
deregulation,0.005776271
detection,0.005618743
device,0.002713155
distance,0.004687983
door,0.006172604
ds3,0.012330759
e1,0.010136226
enclosure,0.008117645
engine,0.004824636
engineer,0.003489752
enhancement,0.00351049
entry,0.003367998
fcc,0.006135701
florida,0.003705722
frame,0.004955616
fraud,0.00564129
frequency,0.003932158
frontier,0.010513802
functionality,0.004493185
galaxy,0.012005888
generate,0.004220979
ghz,0.009425514
grant,0.003802387
grid,0.009236559
gte,0.008354309
hardware,0.003189706
haul,0.007651551
hdsl,0.012005888
housing,0.003908755
id,0.008623819
implementation,0.002748699
inability,0.003514285
incorporate,0.00650494
infrastructure,0.00360168
initiative,0.003862779
innovation,0.003680736
installation,0.003053179
instance,0.003036768
integrates,0.007835308
integration,0.003051682
interconnection,0.006063933
interface,0.004036126
interoperability,0.007604309
invoice,0.006444027
isdn,0.008597715
iso,0.006240846
knowledge,0.003382141
label,0.003999223
lan,0.006558714
language,0.004873681
latin,0.005782358
licensing,0.003425199
link,0.005197163
linkage,0.009919924
list,0.003585854
logo,0.006150378
loop,0.006831419
lucent,0.00730231
marketplace,0.003389251
martin,0.007161048
master,0.004410157
megabit,0.009347715
memory,0.005547218
microprocessor,0.00590178
mini,0.007185981
miniaturization,0.009634824
minimization,0.009772154
modem,0.0065138
modular,0.008704301
modulation,0.008936781
monitoring,0.003581917
mount,0.00650494
movement,0.004892878
multiplexer,0.009425514
multipoint,0.008521442
nt,0.008354309
obstacle,0.008309082
optimization,0.007236826
orlando,0.007980775
outside,0.01160209
overview,0.004175092
pacific,0.004347945
package,0.003011675
path,0.006279819
phone,0.004885177
plant,0.002760263
plastic,0.004579916
platform,0.00360168
plug,0.007173475
port,0.005376656
pot,0.010254123
prepaid,0.007667557
printer,0.005547218
privatization,0.00769997
procurement,0.005332623
professional,0.003684878
proportion,0.004931852
protocol,0.00475511
provide,0.002794062
provo,0.01160209
public,0.005710545
puerto,0.00690602
pursue,0.00429616
quantity,0.00283113
radio,0.003876458
rating,0.003791406
rbocs,0.008677102
recovery,0.002855339
redundancy,0.006884412
relocation,0.006418494
remote,0.006487341
repair,0.003380367
repeater,0.009820174
replacement,0.003039742
reporting,0.003056178
repossession,0.007870668
residence,0.005431865
resident,0.00501633
resistor,0.009548378
rf,0.008018907
rico,0.006264136
sbc,0.009634824
scale,0.004167106
screen,0.005152558
selection,0.003030835
sell,0.002941108
serf,0.004589796
show,0.00322539
siemens,0.007651551
signal,0.00473366
spare,0.009236559
spectrum,0.004663825
speed,0.003181687
spread,0.005509767
sprint,0.007716381
stake,0.008200411
station,0.003815646
steel,0.004431345
stoppage,0.003994355
style,0.004573357
subscriber,0.005332623
suite,0.005381611
sunrise,0.009725292
surface,0.004023747
survey,0.004505792
switch,0.005568947
switching,0.007651551
tandem,0.009200875
team,0.002855339
telecom,0.00629563
telecommunication,0.003502923
telemetry,0.009548378
telephony,0.006749525
television,0.003539132
tender,0.005908273
tolerance,0.006150378
toll,0.006360191
traffic,0.003977413
transformation,0.008424187
transmission,0.00357211
transport,0.00447754
trunk,0.008704301
twenty,0.005967708
undergone,0.008400614
utility,0.003035283
validation,0.006961114
vault,0.008936781
verification,0.005525729
version,0.003837948
vice,0.00304869
video,0.004031165
vision,0.005876022
voice,0.004877505
warranty,0.004048584
way,0.002762842
wilmington,0.007888591
wire,0.005361868
wireless,0.005416652
wireline,0.008117645
accessory,0.004125057
acid,0.00665178
aerospace,0.006070991
affair,0.004287661
affinity,0.008286856
ag,0.00692787
age,0.002811184
allows,0.005057885
amplification,0.008846313
analyte,0.012516109
anticipates,0.004983714
ascent,0.01186177
assist,0.004383251
auto,0.004916169
automation,0.004931852
backlog,0.002723244
beckman,0.012005888
beverage,0.00518816
bio,0.008331564
biochemistry,0.009031664
biomolecules,0.011267892
biosystems,0.011373037
biotechnology,0.005981167
buffer,0.009064348
cancellation,0.004267975
capillary,0.01186177
care,0.002835144
cd,0.005825507
ce,0.007543054
cell,0.004885177
chain,0.003436114
chemical,0.003452602
chief,0.004353785
chosen,0.008788258
chromatography,0.009548378
compound,0.004747934
confidentiality,0.004362578
consumables,0.009131414
convention,0.006279819
counterpart,0.006916914
cytology,0.012330759
death,0.005012223
dependency,0.007558188
detector,0.007852908
devote,0.008677102
diagnosis,0.006085186
diagnostics,0.00662339
difficulty,0.002732115
disclosure,0.003260073
discovery,0.005371714
disease,0.00475511
disorder,0.006393293
distributes,0.00664227
dna,0.007943375
drug,0.003576027
ease,0.004560306
electron,0.008448048
electrophoresis,0.012005888
elmer,0.011727599
energy,0.0032501
enforcement,0.003780486
europe,0.003275129
experiment,0.008759868
export,0.003660157
expression,0.005563492
fact,0.003417956
finland,0.008200411
fl,0.007980775
flexibility,0.002723244
fluorescence,0.01065792
food,0.002762842
gas,0.00342883
generation,0.00296101
gmbh,0.006410058
guarantee,0.003699445
hamilton,0.008424187
hand,0.003915747
hatsopoulos,0.01081358
heading,0.008448048
heart,0.006063933
hepatitis,0.008077546
herein,0.003437939
hiv,0.008264882
hospital,0.003878747
hybridization,0.012005888
identification,0.004156508
immunoassay,0.01044556
implement,0.003791406
inception,0.003970197
incorporation,0.004468212
influence,0.004362578
inspection,0.00316099
instrument,0.003222119
instrumentation,0.006015225
interaction,0.005447198
japan,0.003867328
